round: 0, 7.357238466E+20113
round: 1, 5.369078168E+11341
round: 2, 3.100854609E+8936
round: 3, 1.839965218E+7915
round: 4, 3.114610122E+7267
round: 5, 1.602745121E+6619
round: 6, 2.464129345E+5919
round: 7, 8.212756521E+5187
round: 8, 7.048450124E+4466
round: 9, 1.163670334E+3787
round: 10, 1.280339447E+3170
round: 11, 9.500459332E+2624
round: 12, 1.743291993E+2154
round: 13, 4.257730371E+1754
round: 14, 2.267969067E+1420
round: 15, 7.611082256E+1143
round: 16, 2.743040317E+917
round: 17, 2.495955807E+733
round: 18, 6.735791603E+584
round: 19, 3.350262372E+465
round: 20, 1.473419860E+370
round: 21, 1.695707090E+294
round: 22, 8.893806294E+233
round: 23, 1.627260229E+186
round: 24, 3.033485303E+148
round: 25, 4.909338151E+118
round: 26, 1.569059049E+95
round: 27, 4.692907687E+76
round: 28, 1.162355570E+62
round: 29, 3.483892915E+50
round: 30, 2.785722553E+41
round: 31, 1.784675977E+34
round: 32, 3.590536844E+28
round: 33, 1.081479468E+24
round: 34, 2.732623670E+20
round: 35, 3.682818874E+17
round: 36, 1.856668253E+15
round: 37, 2.645469661E+13
round: 38, 8.582091566E+11
round: 39, 5.342655154E+10
round: 40, 5579482939
round: 41, 880228314.9
round: 42, 193214052.5
round: 43, 55271964.39
round: 44, 19584222.43
round: 45, 8253483.500
round: 46, 4005892.509
round: 47, 2183028.542
round: 48, 1308747.049
round: 49, 848972.6341
round: 50, 588119.6093
round: 51, 430418.2027
round: 52, 329850.0742
round: 53, 262796.0000
round: 54, 216373.6362
round: 55, 183188.3809
round: 56, 158821.3413
round: 57, 140515.3357
round: 58, 126491.1571
round: 59, 115570.0065
round: 60, 106945.5662
round: 61, 100052.4450
round: 62, 94488.01748
round: 63, 89957.81052
round: 64, 86242.59102
round: 65, 83177.50840
round: 66, 80635.97625
round: 67, 78519.39903
round: 68, 76750.60535
round: 69, 75268.10970
round: 70, 74022.45368
round: 71, 72973.75959
round: 72, 72089.43344
round: 73, 71342.65078
round: 74, 70711.35087
round: 75, 70177.19345
round: 76, 69724.86912
round: 77, 69341.62281
round: 78, 69016.74511
round: 79, 68741.22029
round: 80, 68507.48008
round: 81, 68309.13296
round: 82, 68140.77406
round: 83, 67997.84591
round: 84, 67876.48805
round: 85, 67773.42758
round: 86, 67685.89792
round: 87, 67611.55162
round: 88, 67548.39600
round: 89, 67494.74393
round: 90, 67449.16269
round: 91, 67410.43519
round: 92, 67377.52998
round: 93, 67349.57069
round: 94, 67325.81259
round: 95, 67305.62410
round: 96, 67288.46847
round: 97, 67273.88949
round: 98, 67261.50007
round: 99, 67250.97118
round: 100, 67242.02316
round: 101, 67234.41862
round: 102, 67227.95576
round: 103, 67222.46306
round: 104, 67217.79486
round: 105, 67213.82739
round: 106, 67210.45538
round: 107, 67207.58947
round: 108, 67205.15369
round: 109, 67203.08344
round: 110, 67201.32388
round: 111, 67199.82836
round: 112, 67198.55726
round: 113, 67197.47690
round: 114, 67196.55865
round: 115, 67195.77818
round: 116, 67195.11482
round: 117, 67194.55100
